Nivel_Ingresos,Estado_Siniestro,Cliente_ID,Antigüedad_Maxima,Saldo_Pendiente,Saldo_Pendiente_Seg,Puntaje_Morosidad1,Puntaje_Morosidad2,Puntaje_Morosidad3,Puntaje_Morosidad4,Puntaje_Morosidad5,Puntaje_Morosidad6,Morosidad_total,Siniestros1,Siniestros2,Siniestros3,Siniestros4,Siniestros5,Siniestros6,Siniestros_total
Bajo,No_siniestro,369348,6,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,369439,11,490.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,369944,23,178.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,370422,13,56.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,370470,44,220.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,371105,20,57.04,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,371194,9,1130.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,371318,8,946.69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,373070,44,1033.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,374529,55,459.64,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
Bajo,No_siniestro,374753,6,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,375089,7,3987.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,375522,22,844.26,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,376508,25,362.98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bajo,Si_siniestro,376655,9,1233.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,377014,35,1665.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,377444,7,1610.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,377770,44,36.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,377788,12,209.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,378304,16,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,378863,39,66.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,381772,133,315.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,381905,134,1222.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,381931,10,3503.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,382100,44,281.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,382168,11,1362.26,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0
Bajo,No_siniestro,383295,134,5335.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,384790,44,1480.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,386337,113,4062.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,387861,56,4266.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,390858,39,488.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,391043,161,338.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,392063,12,1343.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,392096,104,1280.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,392582,151,1128.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,392710,44,837.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,392990,44,4866.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,393520,44,386.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,394017,61,1730.85,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
Bajo,No_siniestro,394171,8,494.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,394773,18,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,395069,10,449.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,395368,14,1221.74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,396224,7,1146.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,397938,9,2139.95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,Si_siniestro,399288,16,52.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,400310,44,287.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,400336,52,470.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,400475,148,205.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,400740,44,574.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,403947,11,1966.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,404114,12,2930.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,405792,38,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,407133,9,874.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,408779,84,435.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,410073,10,429.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,411952,12,333.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,412243,6,1724.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,413193,60,11374.66,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
Bajo,No_siniestro,413557,11,7225.53,0,0,1,1,1,0,1,4,0,0,0,0,0,0,0
Bajo,No_siniestro,414609,104,76.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,414708,97,736.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,414999,8,1859.29,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Bajo,No_siniestro,417539,103,204.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,418859,24,2420.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,419444,41,167.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,420415,22,944.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,421535,14,24.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,422076,6,352.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,423017,57,555.73,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0
Bajo,Si_siniestro,424182,22,2909.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,425474,53,425.99,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
Bajo,No_siniestro,426859,49,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,427539,6,1267.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,427589,107,2078.14,0,1,1,1,1,0,1,5,0,0,0,0,0,0,0
Bajo,No_siniestro,428525,79,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,428648,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,429753,109,17.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,430016,11,1756.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,430145,87,740.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,432326,11,1939.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,432607,22,632.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,432760,44,238.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,433223,77,39.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,434982,36,53.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,435199,76,1123.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,437295,17,1497.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,437605,15,138.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,437815,61,4125.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,441717,12,526.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,441977,48,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,442039,17,625.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,442765,29,465.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,443194,56,51.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,444233,10,2298.54,0,3,2,2,1,1,0,9,0,0,0,0,0,0,0
Bajo,No_siniestro,445033,9,1210.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,445470,44,1523.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,446681,50,385.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,447255,6,3537.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,448801,14,1627.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,450168,13,1241.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,450334,8,1580.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,452273,143,1287.22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,453417,25,1056.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,453801,106,6145.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,456051,11,2169.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,456823,9,465.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,457047,11,831.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,460196,28,1310.95,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0
Bajo,No_siniestro,460781,197,36.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,460803,111,475.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,461248,34,45.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,461263,29,4104.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,462032,10,373.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,462159,32,1902.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,464497,18,3188.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,465255,7,413.93,0,0,0,4,3,2,1,10,0,0,0,0,0,0,0
Bajo,No_siniestro,465506,55,1339.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,465733,42,667.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,467766,50,1344.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,468306,17,566.88,0,0,1,1,1,0,1,4,0,0,0,0,0,0,0
Bajo,No_siniestro,468840,40,372.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,468854,8,1036.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,470622,9,3586.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,470643,88,68.44,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,470994,9,298.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,471032,120,337.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,473122,111,398.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,473204,13,6506.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,473580,40,7539.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,473598,87,1398.51,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0
Bajo,No_siniestro,474116,12,682.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,474823,47,1946.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,475971,14,1878.96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,476353,9,2687.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,476477,11,1236.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,477242,21,1743.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,477372,19,1409.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,477583,7,746.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,478024,6,1346.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,478516,73,1418.84,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0
Bajo,No_siniestro,482038,14,1319.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,483309,18,2553.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,484173,21,214.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,484599,15,1851.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,484630,40,61.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,484799,38,1362.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,484813,7,475.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,485041,9,1623.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,486490,40,781.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,486662,133,883.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,488505,15,3894.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,488693,6,2858.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,489398,7,3471.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,489571,60,1251.18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,491031,10,325.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,491669,112,2899.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,493049,80,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,493689,62,1043.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,493702,40,968.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,495518,9,2201.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,495545,31,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,496210,40,62.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,496552,91,402.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,496998,29,2102.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,497658,22,146.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,497796,14,915.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,498308,39,110.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,498350,40,784.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,499498,13,605.55,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Bajo,No_siniestro,499541,12,886.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,501017,16,691.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,501132,34,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,501469,14,697.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,502892,91,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,504318,7,2860.02,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0
Bajo,No_siniestro,504342,59,861.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,507085,11,488.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,507197,10,101.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,507754,6,1357.17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,Si_siniestro,507943,11,1024.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,508475,13,283.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,510833,12,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,511389,49,792.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,512223,61,1160.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,512815,16,1942.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,515411,85,4534.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,515711,31,1188.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,515742,65,253.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,516929,62,833.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,517836,114,248.76,0,1,1,1,1,1,1,6,0,0,0,0,0,0,0
Bajo,No_siniestro,519252,119,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,519616,7,1012.27,0,1,0,1,1,1,1,5,0,0,0,0,0,0,0
Bajo,No_siniestro,519839,10,1370.54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,521112,15,1528.23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,521426,60,943.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,522004,7,738.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,522543,117,2835.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,523144,17,744.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,523937,66,884.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,524789,51,1230.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,525907,107,744.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,526540,40,5045.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,528016,12,984.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,531040,40,363.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,531943,6,1279.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,532630,40,337.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,533739,125,343.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,534021,13,1126.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,535056,35,392.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,535825,23,1757.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,537310,40,3302.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,539801,17,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,541605,6,1617.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,542116,12,853.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,542117,12,612.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,544082,61,495.59,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
Bajo,No_siniestro,544266,6,1446.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,545097,63,132.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,546276,6,669.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,548740,40,883.76,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
Bajo,No_siniestro,549449,20,1371.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,551074,102,773.91,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
Bajo,No_siniestro,551185,18,45.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,551429,30,2233.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,Si_siniestro,553696,9,3281.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,554382,164,2085.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,554416,53,40.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,555244,14,1578.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,555328,6,3453.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,557984,10,1107.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,560056,9,1100.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,560118,10,1065.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,560455,52,547.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,561051,7,452.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,563176,7,1008.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,563402,52,112.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,563924,6,195.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,564515,114,242.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,565668,18,68.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,567516,13,173.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,568715,12,1895.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,569134,11,1374.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,569280,40,341.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,569412,50,1051.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,570440,40,1263.18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bajo,Si_siniestro,571773,8,877.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,572565,8,26.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,573113,9,998.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,573255,12,6157.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,573815,11,849.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,574261,12,254.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,574483,6,430.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,574691,11,286.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,575074,8,357.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,575335,11,2778.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,576381,10,3211.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,577350,40,402.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,577882,7,1463.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,578229,6,339.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,580011,81,961.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,580483,7,321.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,582420,40,1646.78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajo,No_siniestro,582484,13,182.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,582616,191,71.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,583525,35,2118.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,586476,12,1300.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajo,No_siniestro,586747,53,728.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
